unit,unit_type,district,class,class_label,sub_class,sub_class_label,order,order_label,book_page,total,earners_males,earners_females,partly_agriculturists_males,partly_agriculturists_females,dependants_and_working_dependants
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,14,6,0,0,0,8
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,12,2,0,0,0,10
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,56,14,0,0,0,42
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,153,23,0,0,0,130
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,2,0,0,0,0,2
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,69,16,0,0,0,53
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,498,93,3,1,0,402
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,0,0,0,0,0,0
Beersheba,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,23,7,0,0,0,16
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,0,0,0,0,0,0
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,VI,Public force,44,Navy,381,0,0,0,0,0,0
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,VI,Public force,45,Police,381,354,111,0,0,0,243
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,199,47,1,1,0,151
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,34,7,0,0,0,27
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,60,16,0,0,0,44
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,24,4,5,0,0,15
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,54,11,4,0,0,39
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,10,4,1,0,0,5
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,0,0,0,0,0,0
Beersheba,subdistrict,Southern,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,75,5,4,0,0,66
Beersheba,subdistrict,Southern,D,Miscellaneous,X,Domestic service,54,Domestic service,392,96,31,4,0,0,61
Beersheba,subdistrict,Southern,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,293,77,3,0,0,213
Beersheba,subdistrict,Southern,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,5,0,0,0,0,5
Beersheba,subdistrict,Southern,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,16,0,0,0,0,16
Beersheba,subdistrict,Southern,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,0,0,0,0,0,0
Jaffa,subdistrict,Southern,,,,,0,TOTAL ALL CLASSES,315,140534,42043,8046,665,81,90445
Jaffa,subdistrict,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,36573,11053,1058,362,44,24462
Jaffa,subdistrict,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,23165,6548,597,114,3,16020
Jaffa,subdistrict,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,12847,4294,427,246,41,8126
Jaffa,subdistrict,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,30,9,2,0,0,19
Jaffa,subdistrict,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,350,144,4,2,0,202
Jaffa,subdistrict,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,130,30,28,0,0,72
Jaffa,subdistrict,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,51,28,0,0,0,23
Jaffa,subdistrict,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,848,233,0,1,0,615
Jaffa,subdistrict,Southern,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Jaffa,subdistrict,Southern,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,1,0,0,0,0,1
Jaffa,subdistrict,Southern,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,357,102,1,1,0,254
Jaffa,subdistrict,Southern,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,44,15,0,0,0,29
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,1369,338,305,0,1,726
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,316,105,12,0,0,199
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,8,Wood,333,4069,1331,13,11,0,2725
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,9,Metals,334,2175,685,37,2,0,1453
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,803,291,42,3,0,470
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,517,133,14,0,0,370
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,4321,1228,158,11,0,2935
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,7645,1809,1473,15,2,4363
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,628,209,10,0,0,409
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,7269,2515,23,14,0,4731
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,306,100,0,1,0,206
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,591,239,7,1,0,345
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,2578,905,160,0,0,1513
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,192,73,0,0,0,119
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,99,34,15,1,0,50
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,2947,925,8,1,0,2014
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,9388,3133,31,71,0,6224
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,652,194,0,6,0,458
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,445,164,28,0,0,253
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,1224,439,66,1,0,719
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,1818,555,13,2,0,1250
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,1182,291,16,0,0,875
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,108,31,2,0,0,75
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,146,47,0,0,0,99
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,146,45,0,0,0,101
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,86,8,1,0,0,77
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,649,74,4,0,0,571
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,3155,1118,219,6,0,1818
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,10595,2647,262,89,25,7686
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,765,264,22,1,0,479
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,282,85,1,0,0,196
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,213,60,1,0,0,152
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,258,58,0,1,0,200
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,128,36,1,0,0,91
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,615,193,24,0,0,398
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,190,48,7,0,0,135
Jaffa,subdistrict,Southern,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,1518,470,57,1,0,991
Jaffa,subdistrict,Southern,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,15,5,0,0,0,10
Jaffa,subdistrict,Southern,C,Public administration and liberal arts,VI,Public force,44,Navy,381,8,2,0,0,0,6
